TransactionID,Date,Time,Branch,ServerID,CustomerID,MenuItemID,Qty,UnitPrice,Discount,PaymentType
1987,2025-08-07,09:49,Midtown,S006,C445,M176,1,3.68,5,Debit
1988,2024-02-07,17:47,Downtown,S003,C498,M189,2,4.6,0,Cash
1989,2025-05-18,11:45,Westside,S022,C035,M203,1,11.15,0,Cash
1990,2025-03-14,19:56,Airport,S028,C384,M169,1,3.18,0,Cash
1991,2024-01-29,11:26,Midtown,S012,C490,M134,1,3.36,0,Credit
1992,2024-05-04,19:43,Uptown,S004,C175,M196,3,4.17,0,Credit
1993,2025-07-25,09:23,Downtown,S002,C261,M190,1,3.01,0,Credit
1994,2024-10-28,18:43,Midtown,S006,C197,M214,1,5.29,0,Credit
1995,2024-09-05,17:34,Uptown,S020,C373,M220,1,4.16,0,Credit
1996,2024-01-06,15:14,Downtown,S002,C208,M175,1,15.12,15,
1997,2025-09-26,19:06,Westside,S022,C227,M124,1,6.81,0,Credit
1998,2025-03-17,17:00,Midtown,S009,C186,M122,1,7.28,5,Credit
1999,2024-04-18,11:43,Downtown,S021,C384,M136,1,2.32,5,Credit
2000,2024-09-30,13:23,Airport,S019,C273,M214,1,5.29,10,Debit
2001,2025-06-28,19:21,Midtown,S013,C480,M107,1,4.29,0,Debit
2002,2024-02-21,17:29,Uptown,S004,C107,M118,1,17.74,5,Credit
2003,2024-09-17,13:30,Midtown,S011,C106,M217,2,2.92,0,Credit
2004,2024-11-21,12:23,Airport,S023,C071,M145,1,2.12,0,Credit
2005,2025-04-17,11:24,Downtown,S027,C013,M183,1,3.73,0,Credit
2006,2024-04-12,20:02,Downtown,S027,C451,M217,4,2.92,0,Credit
2007,2025-07-06,11:18,Downtown,S021,C137,M122,1,7.28,0,Credit
2008,2024-05-11,13:39,Downtown,S025,C318,M169,1,3.18,5,Credit
2009,2024-09-04,17:24,Uptown,S017,C170,M126,1,4.57,0,Debit
2010,2024-09-03,20:06,Westside,S014,C292,M179,1,14.83,5,Credit
2011,2024-08-20,17:46,Airport,S001,C436,M215,1,14.2,0,Credit
2012,2025-09-18,14:10,Uptown,S017,C252,M210,2,4.31,5,Credit
2013,2025-09-15,13:50,Downtown,S027,C071,M162,1,4.21,0,Credit
2014,2024-11-15,12:39,Midtown,S008,C148,M177,1,3.29,0,Credit
2015,2024-04-24,21:41,Downtown,S021,C074,M116,1,15.19,15,Credit
2016,2024-08-06,21:38,Uptown,S053,C105,M113,1,13.99,0,Credit
2017,2024-01-17,15:47,Uptown,S017,C323,M213,1,3.19,0,Credit
2018,2024-09-17,19:37,Uptown,S017,C462,M201,1,13.51,0,Credit
2019,2025-07-05,21:54,Midtown ,S005,C217,M194,1,3.37,0,Debit
2020,2025-01-13,15:09,Downtown,S027,C150,M185,2,4.0,5,Credit
2021,2025-07-23,20:28,Westside,S026,C276,M202,1,15.36,0,Debit
2022,2024-05-23,17:24,Downtown,S025,C154,M146,1,2.95,0,Credit
2023,2024-10-12,12:25,Uptown,S017,C209,M198,1,4.26,5,Credit
2024,2024-02-08,17:28,Uptown,S004,C348,M140,2,3.76,0,Credit
2025,2025-06-18,12:22,Uptown,S017,C032,M216,2,20.14,0,Debit
2026,2025-07-26,11:16,Downtown,S027,C025,M219,3,14.34,0,Debit
2027,2024-12-21,21:27,Mid town,S020,C010,M112,1,12.49,0,Credit
2028,2024-08-05,08:55,Airport,S023,C142,M177,1,3.29,0,Debit
2029,2024-12-03,20:26,Airport,S010,C481,M207,1,14.8,0,Cash
2030,2025-09-29,20:42,Westside,S007,C181,M124,1,6.81,0,Debit
2031,2024-03-27,11:14,Midtown,S012,C411,M175,1,15.12,0,Credit
2032,2024-09-28,11:19,Airport,S015,C125,M114,1,15.86,0,Credit
2033,2025-08-28,20:03,Downtown,S030,C129,M206,1,15.67,5,GIFTCARD
2034,2025-06-23,11:34,Westside,S024,C168,M123,2,4.23,10,GiftCard
2035,2025-01-23,13:52,Westside,S022,C400,M170,1,3.4,0,Cash
2036,2025-07-11,22:34,Uptown,S020,C087,M199,1,4.3,5,Credit
2037,2024-06-06,20:08,Downtown,S025,C184,M143,1,3.62,0,Credit
2038,2024-08-11,11:28,Westside,S014,C340,M219,1,14.34,0,Credit
2039,2024-01-15,20:39,Westside,S016,C311,M122,2,7.28,0,Credit
2040,2024-07-10,13:33,Midtown,S009,C482,M106,1,4.42,5,Debit
2041,2025-02-10,19:46,Uptown,S017,C022,M130,1,5.84,0,Cash
2042,2025-09-19,12:56,Westside,S007,C101,M115,1,18.63,5,Debit
2043,2024-07-09,20:08,Midtown,S009,C332,M188,2,3.08,0,Debit
2044,2025-07-07,19:50,Westside,S014,C478,M138,1,4.26,0,GiftCard
2045,2025-02-08,19:44,Airport,S019,C343,M137,1,4.37,0,Credit
2046,2024-03-23,20:27,Uptown,S020,C128,M139,1,2.64,0,Giftcard
2047,2024-09-19,09:51,Airport,S018,C255,M150,2,3.21,0,Credit
2048,2024-02-15,13:26,Downtown,S002,C258,M135,1,3.49,0,Credit
2049,2025-09-23,22:19,Airport,S001,C160,M147,1,3.49,5,Credit
2050,2024-09-22,14:37,Downtown,S002,C108,M168,3,2.85,0,Debit
2051,2024-08-07,19:32,Downtown,S005,C094,M200,3,3.17,0,Credit
2052,2024-08-30,18:24,Westside,S022,C248,M145,1,2.34,0,Credit
2053,2025-03-15,17:33,Downtown,S005,C445,M170,1,3.4,0,Credit
2054,2024-08-22,17:09,Midtown,S011,C094,M143,1,3.62,0,Credit
2055,2024-03-27,16:04,Downtown,S027,C389,M112,1,12.49,5,Debit
2056,2025-05-06,09:33,Westside,S016,C336,M155,1,3.82,0,Credit
2057,2024-01-23,12:07,Midtown,S008,C245,M206,1,15.67,0,Credit
2058,2024-09-27,16:04,Downtown,S002,C292,M120,1,14.98,0,Cash
2059,2024-03-23,08:58,Downtown,S030,C018,M186,1,4.26,5,Cash
2060,2024-02-27,11:03,Mid town,S029,C231,M202,4,14.27,0,Credit
2061,2025-05-27,22:33,Uptown,S017,C364,M122,2,7.28,0,Debit
2062,2025-03-06,12:09,Midtown,S009,C373,M161,2,11.9,0,Credit
2063,2024-11-02,20:12,Midtown,S009,C138,M147,1,3.49,5,Credit
2064,2024-09-14,16:26,Uptown,S017,C349,M115,1,18.63,5,Credit
2065,2025-03-18,17:02,Downtown,S003,C390,M217,2,2.92,5,Credit
2066,2024-05-12,20:57,Airport,S029,C109,M137,1,4.37,0,Credit
2067,2024-05-03,12:12,Airport,S018,C051,M124,1,6.81,0,Credit
2068,2024-03-10,12:39,Westside,S026,C279,M205,1,15.07,0,Cash
2069,2025-03-09,11:07,Downtown,S030,C338,M162,1,4.21,0,Debit
2070,2024-01-10,15:34,Westside,S024,C069,M122,1,7.28,0,Credit
2071,2024-05-27,18:30,Westside,S016,C330,M117,1,12.09,0,Cash
2072,2024-04-22,13:21,Downtown,S027,C165,M106,1,4.42,5,Debit
2073,2024-03-27,08:45,Downtown,S002,C089,M199,3,4.3,5,Credit
2074,2024-05-08,14:34,Uptown ,S023,C192,M190,1,3.01,0,Credit
2075,2025-09-25,18:18,Uptown,S004,C482,M215,2,14.2,0,Credit
2076,2024-05-16,13:42,Midtown,S008,C497,M112,1,12.49,0,Debit
2077,2025-07-15,22:48,Midtown,S006,C361,M126,1,4.57,10,Cash
2078,2025-02-25,11:43,Midtown,S006,C141,M146,1,2.95,0,Debit
2079,2025-04-11,12:54,Westside,S022,C348,M124,1,6.81,0,Credit
2080,2024-07-29,17:18,Midtown,S009,C137,M182,1,15.73,10,GiftCard
2081,2024-09-06,13:44,Westside,S014,C068,M220,1,4.16,0,Credit
2082,2024-01-08,17:09,Airport,S028,C201,M173,3,4.34,10,GiftCard
2083,2025-01-15,21:32,Downtown,S005,C237,M216,2,20.14,0,Credit
2084,2025-05-02,21:34,Midtown,S008,C025,M150,1,3.26,5,cash
2085,2025-03-16,19:14,Downtown,S027,C246,M176,2,3.68,0,Credit
2086,2024-04-03,12:02,Airport,S015,C041,M134,1,3.33,0,Credit
2087,2025-03-26,12:17,Midtown,S009,C123,M209,1,4.6,0,Cash
2088,2025-09-01,19:56,Midtown,S011,C169,M154,1,3.73,5,Credit
2089,2025-08-27,20:45,Downtown,S025,C204,M147,4,3.49,0,Cash
2090,2024-06-19,17:01,Midtown,S011,C472,M135,1,3.49,0,Cash
2091,2024-05-20,15:23,Uptown,S020,C374,M201,2,13.51,5,Credit
2092,2025-03-10,21:47,Airport,S029,C437,M193,1,17.34,0,Credit
2093,2025-01-24,14:41,Uptown,S004,C071,M140,2,4.06,0,Credit
2094,2025-07-04,18:17,Westside,S022,C133,M188,3,3.08,0,GiftCard
2095,2025-05-03,17:33,Uptown,S020,C348,M129,1,7.89,0,Cash
2096,2024-01-04,09:47,Airport,S023,C386,M206,1,15.67,0,Debit
2097,2025-02-19,17:23,Westside ,S002,C310,M205,1,15.07,0,Cash
2098,2025-02-17,12:06,Uptown,S020,C238,M163,1,17.16,15,Credit
2099,2025-07-06,20:41,Airport,S001,C414,M208,1,3.33,0,Credit
2100,2025-04-05,17:31,Uptown,S020,C250,M129,1,7.82,0,Credit
2101,2025-01-15,11:01,Uptown,S017,C141,M137,1,4.37,0,credit
2102,2025-08-06,09:12,Uptown,S004,C147,M118,1,17.74,5,Debit
2103,2024-10-23,18:31,Airport,S023,C322,M207,3,14.8,0,Debit
2104,2025-02-26,22:37,Westside,S016,C346,M191,1,4.24,0,Cash
2105,2024-10-13,20:18,Midtown,S008,C445,M190,1,3.01,0,Cash
2106,2024-02-27,11:24,Westside,S024,C217,M132,2,2.42,0,Credit
2107,2024-11-05,20:51,Westside,S014,C263,M187,1,11.43,0,Credit
2108,2024-08-17,18:31,Midtown,S009,C277,M129,1,7.82,0,Debit
2109,2025-07-28,12:34,Midtown,S006,C181,M134,1,3.08,0,GiftCard
2110,2024-01-10,11:00,Airport,S018,C237,M113,1,13.99,0,Debit
2111,2024-02-26,08:33,Airport,S001,C460,M192,1,12.17,0,Credit
2112,2024-05-10,19:19,Uptown,S004,C091,M216,1,20.14,0,Credit
2113,2025-05-17,13:23,Downtown,S027,C302,M169,2,3.18,10,Credit
2114,2025-02-17,18:13,Westside,S016,C176,M168,1,2.85,0,Cash
2115,2025-06-06,18:52,Uptown,S004,C016,M190,2,3.01,0,Credit
2116,2025-07-25,13:09,Downtown ,S004,C370,M119,1,11.33,0,Credit
2117,2024-09-27,22:04,Uptown,S020,C271,M107,1,4.29,0,Credit
2118,2025-06-07,17:09,Airport,S015,C086,M215,1,14.2,0,GiftCard
2119,2024-11-02,08:38,Downtown,S005,C366,M167,1,4.22,0,Credit
2120,2025-08-03,20:41,Westside,S024,C203,M191,1,4.24,0,GiftCard
2121,2025-06-23,12:06,Westside,S022,C284,M201,1,13.51,0,GiftCard
2122,2025-05-17,20:56,Midtown,S011,C198,M202,1,15.36,10,Credit
2123,2024-06-28,22:02,Westside,S024,C047,M142,1,3.4,0,Credit
2124,2024-09-19,08:37,Midtown,S012,C016,M166,1,14.68,0,Cash
2125,2025-08-25,17:58,Uptown,S017,C338,M203,2,11.71,0,Credit
2126,2024-05-18,20:15,Westside,S016,C025,M120,3,14.98,0,Credit
2127,2025-08-06,19:35,Airport,S015,C054,M114,1,15.86,0,Cash
2128,2024-01-06,18:11,Midtown,S008,C454,M205,2,15.07,15,Cash
2129,2024-04-13,11:36,Westside,S024,C086,M181,2,3.66,0,Credit
2130,2025-09-06,11:36,Westside,S016,C313,M134,1,3.36,5,Credit
2131,2024-03-04,12:10,Westside,S022,C492,M107,2,4.29,0,Debit
2132,2024-09-02,20:20,Midtown,S006,C353,M158,1,5.26,0,Debit
2133,2024-11-06,20:01,Midtown,S009,C283,M168,1,2.85,5,Credit
2134,2024-12-13,20:16,Downtown,S002,C465,M148,1,2.96,0,CREDIT
2135,2024-09-22,14:14,Downtown,S030,C373,M110,1,5.53,5,Credit
2136,2024-03-12,19:27,Downtown,S027,C069,M118,1,17.74,0,Cash
2137,2025-09-15,13:54,Uptown,S017,C167,M136,1,2.32,0,CASH
2138,2024-01-10,13:05,Midtown,S011,C384,M203,3,11.62,0,Credit
2139,2025-08-03,18:53,Downtown,S005,C153,M112,2,12.49,0,Cash
2140,2024-01-05,20:58,Downtown,S005,C475,M117,1,11.34,0,Credit
2141,2024-08-20,18:56,Westside,S026,C415,M156,1,5.51,0,Credit
2142,2024-07-23,18:26,Westside,S024,C202,M197,3,3.41,0,Cash
2143,2025-09-20,19:04,Westside,S016,C353,M139,1,2.64,0,Credit
2144,2025-04-13,14:27,Uptown,S017,C052,M138,1,4.26,5,Credit
2145,2025-01-31,19:37,Airport,S010,C023,M144,2,3.79,15,credit
2146,2024-12-22,17:46,Uptown,S017,C303,M194,2,3.37,5,Debit
2147,2025-07-10,22:02,Downtown,S030,C203,M185,1,4.0,0,Credit
2148,2024-02-23,11:50,Airport,S018,C255,M147,1,3.49,0,Credit
2149,2024-03-01,18:54,Downtown,S003,C185,M141,1,4.2,0,Credit
2150,2024-12-13,18:29,Airport,S019,C053,M115,1,18.63,5,Cash
2151,2024-06-11,19:19,Uptown,S004,C086,M220,3,4.16,0,Credit
2152,2024-03-22,12:44,Airport,S001,C374,M132,2,2.42,0,Credit
2153,2024-12-04,12:15,Airport,S001,C030,M177,1,3.26,5,Credit
2154,2024-01-16,08:28,Uptown,S017,C323,M165,1,2.51,0,GiftCard
2155,2024-07-18,20:55,Westside,S016,C003,M159,1,5.56,5,Credit
2156,2024-01-01,18:11,Westside,S022,C346,M103,1,4.66,0,DEBIT
2157,2024-08-09,19:12,Midtown,S013,C344,M220,1,4.16,0,Debit
2158,2025-05-16,13:27,Airport,S029,C018,M101,1,4.93,0,Credit
2159,2024-06-16,19:45,Airport,S018,C409,M132,1,2.42,10,Credit
2160,2024-03-03,17:40,Downtown,S030,C074,M120,1,14.98,0,Credit
2161,2024-08-02,19:02,Uptown,S004,C233,M215,1,14.2,0,Cash
2162,2025-04-22,18:03,Westside,S014,C207,M138,1,4.26,5,Credit
2163,2025-06-23,13:07,Uptown,S020,C106,M111,1,13.44,0,Credit
2164,2024-01-08,17:35,Westside,S026,C387,M177,1,3.29,0,Credit
2165,2025-03-28,12:07,Downtown,S030,C245,M123,1,4.23,0,Debit
2166,2025-03-23,22:42,Westside,S014,C222,M116,2,15.19,0,Debit
2167,2025-04-15,20:14,Westside,S007,C488,M116,1,13.75,0,Credit
2168,2025-08-29,11:48,Airport,S001,C358,M183,1,3.73,5,Credit
2169,2024-05-11,17:49,Downtown,S005,C228,M132,1,2.42,0,Credit
2170,2024-06-23,14:19,Airport,S019,C244,M213,4,3.19,0,Cash
2171,2025-03-29,11:46,Midtown,S011,C272,M217,1,2.92,5,Debit
2172,2024-07-29,20:23,Westside,S014,C019,M206,1,15.67,0,Cash
2173,2024-04-24,13:04,Airport,S018,C487,M152,1,4.32,10,CREDIT
2174,2024-09-01,20:11,Airport,S028,C288,M175,2,15.12,0,Credit
2175,2025-03-03,12:52,Westside,S026,C010,M212,2,4.39,0,Cash
2176,2025-07-21,17:55,Downtown,S025,C061,M129,1,7.82,5,Credit
2177,2025-02-11,09:22,Airport,S010,C127,M197,1,3.41,10,Credit
2178,2025-01-19,12:53,Midtown,S013,C390,M147,1,3.49,5,Debit
2179,2024-02-19,12:42,Downtown,S003,C489,M166,1,14.68,0,Credit
2180,2024-05-18,18:24,Westside,S016,C044,M206,4,15.67,0,Debit
2181,2024-02-16,19:00,Westside,S007,C219,M208,1,3.53,0,Credit
2182,2025-06-10,20:55,Midtown,S009,C428,M217,1,2.92,0,GiftCard
2183,2024-01-21,14:22,Midtown,S006,C043,M155,2,3.82,15,Debit
2184,2024-03-10,20:00,Airport,S028,C417,M185,2,4.0,10,Credit
2185,2024-08-14,21:01,Downtown,S030,C118,M111,4,13.44,5,Credit
2186,2024-06-25,12:17,Westside,S026,C218,M118,1,17.74,0,GiftCard
2187,2024-11-30,17:39,Uptown,S020,C460,M116,2,15.19,10,Credit
2188,2024-02-13,20:35,Westside,S024,C107,M165,1,2.51,0,Credit
2189,2024-03-30,12:10,Airport,S019,C313,M106,4,4.42,0,Credit
2190,2024-07-23,11:59,Uptown,S017,C373,M201,1,13.51,10,Debit
2191,2024-02-03,18:27,Uptown,S020,C073,M193,1,17.34,0,Cash
2192,2024-05-21,18:59,Airport,S028,C100,M199,1,4.3,10,Credit
2193,2024-12-02,17:18,Westside,S022,C069,M171,1,3.14,5,Credit
2194,2025-08-26,12:03,Westside,S007,C091,M140,1,4.06,0,Cash
2195,2024-12-03,09:18,Westside,S007,C346,M113,1,13.99,0,Credit
2196,2024-04-08,22:38,Westside,S026,C214,M201,1,13.51,0,Cash
2197,2024-05-29,18:57,Uptown,S004,C219,M139,3,2.4,5,Credit
2198,2025-04-17,13:02,Midtown,S013,C008,M175,1,15.12,0,Credit
2199,2024-08-18,13:53,Uptown,S017,C331,M195,3,18.48,10,Credit
2200,2024-07-30,09:42,Airport ,S014,C415,M206,4,15.67,5,Debit
2201,2025-04-06,19:41,Midtown,S006,C448,M137,2,4.37,0,Cash
2202,2024-01-19,11:12,Westside,S024,C253,M217,1,2.92,5,Credit
2203,2025-03-05,18:02,Uptown,S017,C410,M200,1,3.17,5,Credit
2204,2025-02-09,09:55,Downtown,S002,C134,M165,2,2.51,0,Credit
2205,2025-09-08,18:06,Airport,S029,C462,M212,1,4.39,0,Credit
2206,2024-12-19,18:15,Westside,S024,C059,M178,1,6.35,0,Debit
2207,2024-09-16,09:17,Westside,S031,C236,M206,2,15.67,0,Credit
2208,2025-06-30,08:21,Uptown,S020,C048,M170,2,3.4,0,Credit
2209,2025-03-06,18:37,Downtown,S025,C158,M216,1,20.14,10,Cash
2210,2024-05-20,22:08,Downtown,S030,C058,M178,1,6.35,0,GiftCard
2211,2024-09-27,17:06,Westside,S026,C036,M161,1,11.9,5,GiftCard
2212,2025-07-02,12:54,Uptown,S017,C001,M122,1,7.28,0,Cash
2213,2024-02-25,19:33,Midtown,S012,C455,M165,2,2.51,15,Credit
2214,2025-05-28,20:40,Midtown,S013,C126,M204,1,5.51,0,Credit
2215,2025-05-25,15:23,Westside,S022,C169,M145,1,2.34,5,Debit
2216,2025-01-31,11:35,Westside,S016,C256,M216,2,20.14,0,Credit
2217,2024-01-25,13:13,Westside,S016,C458,M180,1,4.69,0,Credit
2218,2025-07-22,20:38,Downtown,S030,C011,M161,1,11.9,0,Debit
2219,2025-07-02,18:48,Uptown,S017,C468,M162,1,4.21,0,CREDIT
2220,2024-10-15,19:46,Midtown,S006,C126,M135,1,3.49,0,Cash
2221,2024-12-26,19:59,Airport,S023,C122,M206,1,15.67,15,GiftCard
2222,2025-02-23,19:09,Uptown,S020,C408,M125,1,5.44,0,Debit
2223,2024-03-15,18:16,Uptown,S017,C310,M197,2,3.41,5,Cash
2224,2024-05-31,13:02,Westside,S022,C018,M132,1,2.25,0,Debit
2225,2025-08-24,12:12,Westside,S022,C099,M175,1,14.99,0,Debit
2226,2025-07-08,19:02,Midtown,S012,C029,M116,1,15.19,0,Credit
2227,2025-03-06,20:55,Midtown,S048,C200,M208,1,3.53,5,Credit
2228,2024-03-01,17:32,Uptown,S017,C234,M165,2,2.51,0,Debit
2229,2024-01-30,18:55,Midtown,S008,C249,M138,1,4.26,0,Credit
2230,2025-03-17,11:39,Airport,S018,C038,M132,3,2.42,0,cash
2231,2025-06-26,20:19,Downtown,S027,C298,M196,1,4.17,0,Credit
2232,2024-12-29,08:20,Westside,S007,C206,M147,1,3.49,0,Cash
2233,2025-03-21,17:39,Midtown,S008,C080,M158,1,5.26,0,Cash
2234,2024-08-11,20:30,Westside,S016,C355,M216,1,20.14,0,Credit
2235,2024-02-07,18:15,Uptown,S017,C001,M182,1,15.73,0,Credit
2236,2025-08-13,13:03,Uptown,S017,C337,M142,1,3.4,0,Credit
2237,2025-07-03,22:29,Midtown,S008,C177,M118,1,17.74,0,Debit
2238,2024-08-14,18:35,Westside,S026,C078,M114,2,15.86,5,Credit
2239,2025-01-01,12:43,Uptown,S020,C006,M219,1,14.34,0,Credit
2240,2025-09-05,18:35,Airport,S018,C446,M119,2,11.33,5,Cash
2241,2024-11-15,19:31,Uptown,S017,C355,M116,1,15.19,0,Credit
2242,2024-08-22,19:47,Downtown,S005,C197,M169,3,3.18,0,Credit
2243,2024-12-26,20:14,Downtown,S003,C054,M120,1,14.98,0,Cash
2244,2025-04-03,08:43,Westside,S016,C232,M191,2,4.24,5,Credit
2245,2024-11-20,17:35,Airport,S001,C341,M187,2,11.43,0,Credit
2246,2024-03-25,17:58,Midtown,S009,C295,M150,1,3.21,0,Credit
2247,2025-05-16,22:36,Airport,S001,C155,M198,1,4.62,0,Credit
2248,2025-09-11,19:08,Uptown,S004,C097,M128,1,5.06,0,Cash
2249,2025-04-20,12:17,Westside,S007,C224,M190,1,3.01,0,Credit
2250,2024-03-13,12:35,AIRPORT,S016,C435,M201,1,12.92,0,Credit
2251,2025-04-06,12:16,Midtown,S012,C493,M113,1,13.99,0,Credit
2252,2024-08-10,17:03,Airport,S028,C185,M160,1,5.96,0,Cash
2253,2025-01-16,20:31,Westside,S014,C480,M145,1,2.34,0,Debit
2254,2024-09-10,20:16,Airport,S028,C011,M150,1,3.21,0,Credit
2255,2024-07-16,11:08,Midtown,S013,C187,M117,1,12.09,0,Credit
2256,2024-10-26,13:49,Airport,S018,C275,M213,1,3.19,5,Cash
2257,2024-07-22,11:21,Midtown,S011,C255,M161,1,11.0,0,Credit
2258,2024-12-19,20:31,Downtown,S005,C032,M160,3,5.96,0,GiftCard
2259,2025-09-27,19:45,Downtown,S030,C065,M186,3,4.26,0,Cash
2260,2024-12-06,15:44,Airport,S010,C175,M158,1,5.26,0,Debit
2261,2025-07-26,08:35,Airport,S015,C262,M105,1,3.45,0,Credit
2262,2024-08-18,17:13,Downtown,S027,C018,M115,1,18.63,0,Cash
2263,2025-03-26,18:31,MIDTOWN,S016,C012,M173,1,4.34,5,Cash
2264,2025-02-24,20:48,Midtown,S008,C476,M123,1,4.23,0,Debit
2265,2025-06-02,09:19,Airport,S001,C287,M134,1,3.36,10,Debit
2266,2024-07-09,12:25,Downtown,S003,C345,M132,1,2.42,0,Debit
2267,2025-04-20,20:14,Midtown,S006,C088,M130,1,5.84,0,Debit
2268,2025-02-20,20:01,Westside,S022,C361,M133,2,3.23,0,Debit
2269,2024-04-13,13:04,Airport,S023,C334,M132,1,2.42,0,Cash
2270,2024-07-12,08:29,Downtown,S005,C382,M220,1,4.16,0,Debit
2271,2025-05-06,12:36,Westside,S024,C404,M126,1,4.57,0,Credit
2272,2024-11-07,12:57,Westside,S016,C219,M136,1,2.32,0,Credit
2273,2024-01-07,21:43,Midtown,S013,C472,M101,3,4.93,0,Credit
2274,2024-11-29,12:08,Westside,S026,C059,M187,1,11.43,0,Credit
2275,2025-08-29,18:10,Airport,S023,C192,M166,2,14.68,0,Credit
2276,2024-07-23,19:23,Westside,S016,C449,M200,1,3.17,0,Credit
2277,2024-01-06,08:39,Airport,S040,C044,M158,1,5.26,0,Debit
2278,2024-02-05,13:20,Downtown,S030,C338,M169,1,3.18,0,Cash
2279,2024-10-09,18:02,Midtown,S006,C069,M177,2,3.29,0,Credit
2280,2024-04-03,20:19,Airport,S028,C188,M204,1,5.51,10,GiftCard
2281,2024-10-22,19:24,Westside,S007,C483,M111,1,13.44,0,Cash
2282,2024-04-30,19:22,Uptown,S020,C344,M131,1,3.78,0,Credit
2283,2025-01-12,21:58,Midtown,S006,C347,M183,1,3.73,0,Credit
2284,2025-01-04,13:21,Downtown,S021,C122,M188,1,3.08,0,Credit
2285,2024-04-24,20:18,WESTSIDE,S010,C026,M131,2,3.78,0,Credit
2286,2025-05-31,21:36,Westside,S022,C385,M127,1,4.93,10,Debit
2287,2024-01-25,19:42,Midtown,S008,C433,M148,1,2.96,0,Debit
2288,2024-01-02,21:05,Westside,S014,C353,M185,1,4.0,10,
2289,2024-01-29,11:31,Downtown,S030,C224,M144,1,3.79,0,Credit
2290,2025-04-07,18:38,Downtown,S005,C038,M141,2,4.2,0,Credit
2291,2024-09-26,20:58,Westside,S007,C258,M182,1,15.73,0,Credit
2292,2024-08-17,20:48,Midtown,S006,C150,M139,1,2.47,0,Credit
2293,2025-09-16,19:38,Westside,S014,C449,M220,1,4.32,0,Credit
2294,2024-07-20,15:51,Uptown,S004,C154,M146,1,2.95,5,Credit
2295,2024-12-31,13:10,Airport,S015,C052,M216,1,20.14,0,Credit
2296,2024-10-28,11:11,Westside,S016,C396,M157,2,4.14,0,Debit
2297,2024-07-07,11:00,Westside,S016,C416,M179,3,14.83,0,Debit
2298,2025-09-19,18:13,Westside,S022,C423,M121,3,6.09,0,Debit
2299,2024-07-30,15:58,Downtown,S027,C274,M116,1,15.19,5,Credit
2300,2025-06-23,14:51,Uptown,S020,C031,M171,1,3.14,0,Cash
2301,2025-07-08,15:01,Downtown,S021,C220,M101,1,4.93,0,Cash
2302,2025-01-20,08:07,Downtown,S005,C062,M202,1,15.36,0,Credit
2303,2025-02-02,12:49,Downtown,S005,C200,M122,1,7.28,5,Debit
2304,2025-09-13,11:27,Westside,S026,C404,M208,1,3.53,0,Credit
2305,2024-11-28,13:58,Uptown,S020,C029,M146,2,2.95,0,Credit
2306,2025-06-23,19:54,Uptown,S017,C004,M161,1,11.9,0,Cash
2307,2024-01-25,09:38,Westside,S016,C022,M115,1,18.63,0,Debit
2308,2024-09-06,08:29,Airport,S015,C273,M114,1,15.86,5,Cash
2309,2024-08-27,12:38,Downtown,S021,C158,M220,1,4.16,0,Credit
2310,2025-02-24,09:40,Airport,S023,C355,M206,1,15.67,0,Debit
2311,2024-12-03,17:33,Downtown,S005,C321,M219,1,14.34,0,Debit
2312,2024-05-30,14:58,AIRPORT,S007,C056,M124,1,6.81,0,Debit
2313,2024-08-24,15:09,Midtown,S006,C210,M168,2,2.86,0,Cash
2314,2025-05-02,12:16,Westside,S016,C318,M121,1,6.09,0,Debit
2315,2025-06-30,20:05,Uptown,S004,C211,M123,2,4.23,5,Credit
2316,2024-09-09,18:02,Westside,S022,C403,M213,1,3.19,0,Credit
2317,2024-01-11,20:45,Westside,S016,C378,M214,1,5.29,0,Credit
2318,2024-11-19,19:20,Uptown ,S004,C065,M129,1,7.82,0,Credit
2319,2025-03-03,19:21,Airport ,S008,C289,M140,1,4.06,0,Cash
2320,2024-06-17,22:26,Westside,S026,C243,M104,1,5.16,0,GiftCard
2321,2024-07-09,15:19,Uptown,S020,C110,M140,1,4.06,0,Cash
2322,2024-05-27,18:03,Downtown,S005,C459,M190,1,3.01,0,Credit
2323,2024-07-12,12:23,Westside,S024,C266,M127,1,5.06,0,Cash
2324,2024-10-30,11:56,Midtown,S011,C396,M133,1,3.23,0,Debit
2325,2024-09-17,18:30,Downtown,S030,C274,M192,1,12.17,0,Cash
2326,2025-03-25,18:17,Downtown,S005,C432,M106,1,4.42,0,Cash
2327,2025-05-20,09:24,Downtown,S025,C246,M126,1,4.57,0,Credit
2328,2024-11-04,11:38,Airport,S010,C099,M150,1,3.21,5,Credit
2329,2025-06-22,20:33,Westside,S007,C121,M162,2,4.21,0,Debit
2330,2025-02-10,17:41,Westside,S022,C226,M192,1,12.17,0,Credit
2331,2024-07-24,13:36,Downtown,S027,C456,M120,2,14.98,0,Credit
2332,2024-04-19,17:38,Airport,S010,C388,M137,1,4.37,0,Credit
2333,2024-12-06,20:52,Downtown,S003,C233,M196,1,4.17,0,Credit
2334,2024-04-19,13:42,Midtown,S012,C327,M153,1,5.96,10,Cash
2335,2024-04-17,12:25,Airport,S001,C056,M132,2,2.42,0,Credit
2336,2024-03-10,12:58,Uptown,S020,C348,M128,1,5.06,0,Credit
